international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_minutes,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn
-6,6,0.692307692,-0.418207681,3.066813308,5.602025316,-1.5,-3,-3.333333333,0
-6,-6,-6,1.097581792,0.945284575,-2.670379747,-1.38,-4.8,-3.333333333,0
-6,-6,-6,2.487055477,-0.229309871,0.294683544,-2.34,-4.2,-2,0
-6,6,1.153846154,0.329445235,0.51965906,-1.531139241,2.7,-3.6,-3.333333333,0
-6,-6,-6,0.752773826,1.291723948,-0.877974684,-0.66,-3,-4.666666667,0
6,-6,-6,-1.490184922,-1.417102007,-0.148860759,-0.54,-5.4,-3.333333333,1
-6,-6,-6,0.728876245,1.516084685,0.501265823,-0.42,0.6,-6,0
-6,-6,-6,-0.722048364,0.077536431,0.604556962,1.56,-3,-3.333333333,0
-6,6,1.153846154,-0.773257468,0.133626615,0.814177215,0,-5.4,2,1
-6,-6,-6,1.210241821,1.624965631,0.710886076,-2.22,-0.6,-3.333333333,0
-6,-6,-6,-2.695305832,-1.295023371,0.38278481,0.54,-3,-3.333333333,1
-6,-6,-6,-0.12802276,3.119604069,-0.115443038,0.06,-0.6,-4.666666667,0
-6,-6,-6,-1.182930299,-1.143249931,1.737721519,-1.2,-1.8,-3.333333333,0
-6,6,0.692307692,-0.841536273,2.073687105,-1.309367089,2.28,-4.8,-3.333333333,0
-6,-6,-6,1.155618777,1.549078911,-0.762531646,-1.44,-4.8,-2,0
-6,6,1.384615385,2.432432432,-1.855925213,0.881012658,0.3,-3.6,-2,0
-6,6,0.923076923,1.558463727,-0.529557327,1.503797468,0.48,1.2,-4.666666667,0
-6,-6,-6,4.968990043,-0.460269453,-0.118481013,-1.2,-3.6,-4.666666667,1
-6,-6,-6,2.319772404,-4.020346439,-0.258227848,0.78,-4.8,-6,0
-6,-6,-6,2.586059744,1.067363211,-0.346329114,0.66,-2.4,-2,0
6,-6,-6,2.087624467,-0.800109981,1.321518987,-1.62,-4.8,-6,1
-6,-6,-6,-0.547937411,1.149848776,0.279493671,-0.42,-4.2,-3.333333333,0
6,-6,-6,-0.940540541,1.271927413,-1.923037975,-0.48,-5.4,-0.666666667,1
-6,-6,-6,-0.848364154,2.862249106,-0.534683544,2.82,-5.4,-4.666666667,0
-6,6,0.461538462,1.186344239,2.265053616,1.339746835,0.9,-4.8,-4.666666667,0
-6,6,-0.461538462,-0.165576102,0.645037119,-1.169620253,-3.54,-3,-3.333333333,0
-6,-6,-6,2.695305832,-3.023920814,-1.339746835,0.36,-1.2,-6,0
-6,-6,-6,3.709246088,-0.819906516,1.376202532,-0.96,-1.2,-6,1
-6,-6,-6,-6,-0.734121529,-0.923544304,-1.92,-5.4,-0.666666667,1
6,-6,-6,-1.435561878,0.196315645,-0.473924051,0.42,-4.8,-4.666666667,1
-6,-6,-6,1.677951636,0.331591971,0.984303797,0.18,-4.2,-6,0
-6,-6,-6,-0.817638691,0.92548804,2.10835443,1.14,-3,-4.666666667,0
-6,6,-0.923076923,-1.172688478,-0.62194116,0.683544304,-2.64,-4.2,-3.333333333,0
-6,-6,-6,3.753627312,1.618366786,1.008607595,2.88,-1.8,-6,1
-6,-6,-6,-4.00625889,2.65108606,-1.169620253,1.14,-3,-4.666666667,0
-6,6,-2.307692308,-2.913798009,0.641737696,0.899240506,1.86,-3.6,-6,0
-6,-6,-6,-2.094452347,1.146549354,1.613164557,0.6,-4.2,-6,0
-6,-6,-6,-0.957610242,1.347814133,-1.032911392,1.68,-4.2,-3.333333333,0
-6,6,1.153846154,4.333997155,1.935111356,-0.109367089,2.16,2.4,-2,0
-6,-6,-6,-1.353627312,0.737420951,0.932658228,0.78,-3.6,-4.666666667,0
-6,-6,-6,-0.206543385,-0.526257905,-0.170126582,1.68,-2.4,-2,0
-6,-6,-6,1.756472262,0.414077536,1.39443038,2.94,-4.8,-6,0
-6,-6,-6,1.435561878,1.278526258,2.424303797,0.18,-2.4,-4.666666667,1
-6,-6,-6,-1.759886202,-1.912015397,-1.877468354,1.86,-1.2,-3.333333333,0
-6,-6,-6,1.039544808,1.667858125,1.643544304,2.16,-4.8,-4.666666667,0
-6,-6,-6,-1.4628734,-3.789386857,-1.127088608,-0.06,-4.8,-2,0
-6,6,1.153846154,-2.418776671,1.8394281,2.002025316,-1.38,-2.4,-2,0
-6,-6,-6,2.364153627,2.271652461,2.208607595,2.22,-1.2,-4.666666667,1
-6,-6,-6,0.298719772,1.390706626,-0.516455696,0.96,-4.2,-4.666666667,0
-6,-6,-6,-2.944523471,-0.084135276,0.838481013,1.38,-5.4,-2,0
6,-6,-6,2.043243243,0.427275227,-0.81721519,-0.84,-3.6,-4.666666667,0
-6,-6,-6,0.349928876,2.654385483,-2.995443038,0.9,-2.4,-0.666666667,0
-6,-6,-6,1.643812233,-0.86279901,-1.436962025,-1.62,-0.6,-4.666666667,0
-6,-6,-6,0.12802276,-0.645037119,2.035443038,-2.04,-4.8,-4.666666667,0
-6,-6,-6,-0.216785206,2.364036294,-0.012151899,-0.66,-3,-4.666666667,0
-6,-6,-6,-1.968136558,-1.238933187,0.838481013,-1.08,-2.4,-4.666666667,0
-6,-6,-6,-2.176386913,0.390981578,0.346329114,-3.54,-3.6,-0.666666667,1
-6,6,1.384615385,-0.250924609,1.453395656,-0.173164557,-0.9,-1.8,-6,0
-6,6,3.692307692,1.316073969,0.209513335,4.13164557,0.78,0,-6,0
-6,-6,-6,2.388051209,1.981303272,2.667341772,-3.48,-3,-0.666666667,1
-6,6,1.846153846,-0.653769559,-3.657409953,1.950379747,2.04,0,-4.666666667,0
6,6,3.923076923,-1.124893314,2.984327743,-0.124556962,-0.66,-3.6,-4.666666667,0
-6,-6,-6,0.909815078,1.611767941,0.136708861,0.12,-4.8,-2,0
-6,-6,-6,-2.012517781,-1.938410778,0.607594937,1.2,-4.8,-4.666666667,0
-6,-6,-6,-0.684495021,2.588397031,-0.161012658,0.6,-5.4,-4.666666667,0
-6,6,3,2.060312945,3.541930162,-0.671392405,-0.54,-3.6,-3.333333333,0
-6,6,-1.153846154,-1.285348506,2.581798185,-1.886582278,-1.08,-4.8,-3.333333333,0
-6,-6,-6,-4.228165007,-0.654935386,0.789873418,0.06,-4.2,-2,0
-6,-6,-6,-3.224466572,1.278526258,1.160506329,-0.66,-4.2,-6,0
-6,6,2.076923077,-0.145092461,-0.948583998,-0.969113924,-1.74,-4.2,-6,0
-6,-6,-6,-1.698435277,-1.238933187,3.198987342,-1.44,-4.2,-4.666666667,0
6,-6,-6,0.732290185,-0.852900742,0.200506329,-0.06,-2.4,-0.666666667,0
-6,-6,-6,0.626458037,1.49628815,-0.215696203,3.18,-3.6,-4.666666667,0
-6,-6,-6,-2.050071124,-1.783337916,-2.734177215,-0.42,-2.4,-4.666666667,0
-6,6,0.692307692,-0.633285917,0.476766566,0.887088608,-0.96,-3,-2,0
-6,-6,-6,3.207396871,0.84960132,0.507341772,-3.3,3,-2,1
-6,-6,-6,2.411948791,1.525982953,-0.944810127,-0.54,-1.2,-6,0
-6,-6,-6,1.763300142,2.858949684,-1.646582278,1.8,-3.6,-4.666666667,0
-6,-6,-6,0.479658606,-2.189166896,-0.18835443,1.32,-3.6,-6,0
6,6,0.230769231,0.448933144,-0.691229035,0.006075949,0.9,-3,-0.666666667,0
-6,-6,-6,-6,0.338190817,-0.871898734,-1.68,-3.6,-4.666666667,0
-6,6,-1.615384615,-2.227596017,1.516084685,1.400506329,0.6,-3.6,-4.666666667,0
-6,-6,-6,-0.278236131,1.232334341,0.558987342,1.02,-4.8,-0.666666667,0
-6,-6,-6,-1.493598862,0.516359637,-0.659240506,-6,-6,-2,0
-6,-6,-6,-0.27140825,2.179268628,-1.288101266,1.14,-3.6,-6,0
-6,-6,-6,1.285348506,0.753918064,1.795443038,-2.58,-3.6,-4.666666667,0
-6,-6,-6,-0.011948791,-2.756667583,0.133670886,0.36,-5.4,-6,0
-6,6,3,-3.180085349,1.403904317,-1.029873418,-0.3,-5.4,-2,0
-6,-6,-6,-1.111237553,-3.093208688,1.084556962,-0.72,-1.8,-0.666666667,1
-6,-6,-6,-1.715504979,2.901842178,1.163544304,-0.66,-1.2,-4.666666667,0
-6,6,1.153846154,-3.190327169,2.449821281,0.975189873,1.08,-4.8,2,1
-6,-6,-6,-0.346514936,0.463568875,-2.406075949,1.08,-4.2,-4.666666667,0
-6,6,0.923076923,0.250924609,1.67445697,1.543291139,-0.96,-4.8,-6,0
-6,-6,-6,-0.466002845,0.998075337,1.910886076,1.32,-3,-4.666666667,0
-6,-6,-6,-0.312375533,0.348089084,-0.899240506,-1.38,-2.4,-4.666666667,0
-6,6,-0.461538462,-1.360455192,1.694253506,0.397974684,-0.36,-3.6,-4.666666667,0
-6,6,-1.384615385,-0.343100996,1.113555128,1.391392405,-0.12,-2.4,-6,0
-6,-6,-6,0.011948791,-0.229309871,1.130126582,-0.18,-3.6,-4.666666667,0
-6,-6,-6,-1.141963016,0.747319219,0.170126582,-0.54,-5.4,-6,0
-6,-6,-6,0.063157895,3.79268628,-0.139746835,-1.44,-4.2,-2,0
-6,-6,-6,-3.159601707,0.288699478,-1.427848101,0.42,-1.8,-4.666666667,0
6,6,2.538461538,2.022759602,0.047841628,-1.752911392,-2.58,-1.8,-3.333333333,0
-6,-6,-6,-2.391465149,-1.321418752,-0.516455696,-2.04,1.2,-3.333333333,0
6,-6,-6,-0.899573257,-0.328292549,0.516455696,4.74,-4.2,-2,1
-6,6,-1.384615385,3.036699858,1.143249931,0.401012658,0.24,-1.8,-6,0
-6,6,1.153846154,-0.52745377,1.308221061,1.947341772,-2.64,-5.4,-4.666666667,0
6,6,0.461538462,-2.726031294,-0.737420951,-1.357974684,0.24,-4.2,-4.666666667,0
-6,-6,-6,-1.19658606,0.440472917,1.683037975,1.02,-3,-6,0
-6,-6,-6,-1.913513514,1.648061589,0.753417722,-3.24,-4.8,-3.333333333,0
-6,6,0.923076923,-2.589473684,2.693978554,1.737721519,-0.12,-1.8,-3.333333333,0
-6,-6,-6,2.565576102,-0.344789662,-1.48556962,-0.24,-2.4,-3.333333333,0
6,-6,-6,0.848364154,3.55182843,-3.013670886,0.72,-3,-3.333333333,0
-6,6,2.769230769,1.162446657,0.486664834,1.078481013,-1.8,-1.8,-4.666666667,0
-6,6,1.846153846,0.759601707,3.030519659,0.619746835,-1.44,-3.6,-4.666666667,0
-6,-6,-6,2.186628734,-1.747044267,1.591898734,0.78,-3,-4.666666667,0
-6,-6,-6,-0.384068279,-1.120153973,1.676962025,0.72,-4.8,-6,0
-6,-6,-6,1.541394026,0.341490239,-1.108860759,1.32,-4.8,-4.666666667,0
-6,6,2.538461538,-2.149075391,2.047291724,-0.571139241,1.92,-2.4,-3.333333333,0
6,6,-1.615384615,-2.155903272,2.634588947,-2.248101266,0.66,-4.8,-6,1
-6,6,0,1.72916074,1.743744845,-1.941265823,0.48,-1.8,-4.666666667,0
6,6,1.846153846,2.360739687,1.245532032,0.404050633,-0.18,-2.4,-0.666666667,0
-6,-6,-6,0.9371266,1.780038493,0.832405063,3.06,-2.4,-3.333333333,0
-6,-6,-6,-1.33314367,2.020896343,-0.261265823,-0.84,-3.6,-6,0
-6,-6,-6,-0.790327169,0.892493814,-2.381772152,-3,0,-4.666666667,0
-6,6,4.846153846,3.384921764,0.156722574,1.443037975,-0.72,-4.8,-4.666666667,0
-6,-6,-6,0.681081081,0.899092659,0.109367089,-1.02,-4.2,-4.666666667,1
6,-6,-6,0.974679943,0.229309871,-1.765063291,-0.48,-1.8,-4.666666667,0
-6,-6,-6,1.589189189,-1.176244157,2.372658228,-0.66,-3.6,-2,0
-6,6,-4.153846154,1.59601707,-0.341490239,5.46835443,-0.18,-4.8,-4.666666667,0
-6,6,0.461538462,-1.60284495,-0.810008249,-1.522025316,0.18,-4.8,-3.333333333,0
-6,-6,-6,-0.049502134,-0.348089084,0.707848101,-1.02,-4.8,-6,0
-6,-6,-6,2.278805121,-0.645037119,-0.407088608,-1.32,-4.2,-0.666666667,0
-6,-6,-6,1.565291607,3.409953258,-0.91443038,1.62,-2.4,-0.666666667,0
-6,-6,-6,-2.097866287,1.295023371,-2.163037975,0.54,-0.6,-6,0
-6,6,1.615384615,1.500426743,0.163321419,-0.394936709,-0.3,-4.8,-3.333333333,0
-6,-6,-6,-1.053200569,-1.007973605,1.667848101,1.38,-4.2,-3.333333333,0
-6,6,3.230769231,2.073968706,-2.139675557,0.716962025,-1.14,-4.2,-3.333333333,0
-6,6,4.153846154,-0.059743954,0.908990927,0.808101266,2.46,-1.8,-3.333333333,1
-6,-6,-6,-2.26173542,4.957382458,1.856202532,-2.04,-1.8,-4.666666667,0
-6,6,1.615384615,-3.214224751,1.773439648,-1.415696203,-0.06,-3.6,-4.666666667,0
-6,-6,-6,-1.445803698,-2.007698653,1.737721519,-2.46,-3.6,-4.666666667,0
-6,-6,-6,-1.319487909,0.922188617,1.242531646,-0.84,-3.6,-4.666666667,0
-6,-6,-6,0.725462304,0.282100632,0.437468354,3.66,-1.2,-6,0
-6,-6,-6,0.763015647,-0.829804784,-0.467848101,-0.42,-4.2,-2,0
-6,-6,-6,-4.651493599,2.720373935,-0.355443038,0,-2.4,-6,0
-6,-6,-6,0.810810811,0.846301897,-3.451139241,-1.14,-3.6,-3.333333333,0
-6,-6,-6,-0.646941679,1.120153973,0.783797468,-1.44,-2.4,-4.666666667,0
-6,-6,-6,0.26116643,1.8394281,0.926582278,-0.6,-3,-2,0
-6,-6,-6,-1.479943101,-1.987902117,0.006075949,-0.84,-4.8,-4.666666667,0
-6,-6,-6,-3.842389758,1.265328568,-0.410126582,-2.94,-4.2,-6,0
6,6,2.076923077,0.182645804,1.123453396,0.571139241,4.14,-3.6,-6,1
-6,6,0.230769231,-1.988620199,0.823205939,-0.094177215,-3.48,-1.8,-2,0
-6,6,0.230769231,1.46628734,-0.60874347,-0.72,3,-5.4,-6,0
-6,6,3.461538462,1.077098151,-1.469892769,-2.485063291,-2.46,-4.2,-4.666666667,0
-6,-6,-6,-0.858605974,3.947759142,-1.178734177,-1.14,-3,-6,0
6,-6,-6,3.33029872,2.697277976,-0.981265823,1.2,-1.8,-4.666666667,1
6,-6,-6,3.084495021,0.004949134,0.273417722,0.18,-3.6,-4.666666667,0
-6,-6,-6,-2.149075391,-0.829804784,1.58278481,3.78,-2.4,-6,0
-6,-6,-6,-2.425604552,-3.287874622,-0.853670886,3.48,-1.8,-2,0
-6,6,2.076923077,0.616216216,0.51965906,0.647088608,-2.46,-3.6,-6,0
-6,-6,-6,-0.244096728,3.832279351,-0.085063291,-0.12,-3,-4.666666667,0
-6,-6,-6,2.644096728,0.631839428,-0.066835443,-0.18,-1.8,-3.333333333,0
-6,6,-2.307692308,-0.035846373,1.657959857,3.277974684,-0.66,-4.8,-4.666666667,0
-6,-6,-6,-3.029871977,0.387682156,0.252151899,0.6,-3,-6,0
-6,6,1.846153846,0.981507824,-1.618366786,-0.224810127,2.88,-0.6,-3.333333333,0
-6,-6,-6,1.73257468,-0.981578224,-1.00556962,-0.36,-3.6,-2,0
6,-6,-6,1.992034139,-0.618641738,2.582278481,0,-4.2,-4.666666667,0
6,-6,-6,-1.449217639,0.034643937,1.324556962,1.74,-4.8,-2,1
-6,-6,-6,-1.428733997,-0.509760792,-0.121518987,3.24,-4.2,-4.666666667,0
-6,-6,-6,-0.53086771,-1.417102007,3.493670886,-0.18,-4.8,-6,0
-6,6,4.153846154,1.87254623,1.394006049,1.412658228,0.66,-4.8,-6,0
-6,-6,-6,1.763300142,-0.193016222,0.261265823,-2.22,-3.6,-3.333333333,0
-6,-6,-6,-3.514651494,2.812757767,0.759493671,1.08,-4.8,-3.333333333,0
-6,-6,-6,0.694736842,3.782788012,0.425316456,-1.8,-4.8,-4.666666667,0
-6,-6,-6,0.728876245,-0.526257905,0.905316456,1.68,-4.2,-4.666666667,0
-6,-6,-6,1.497012802,4.007148749,-1.306329114,-0.18,-3,-4.666666667,0
-6,6,0.923076923,-0.763015647,-1.004674182,-1.327594937,1.68,-3.6,-0.666666667,1
-6,-6,-6,1.374110953,0.166620841,0.401012658,-3.06,0,-3.333333333,0
-6,6,1.384615385,1.609672831,2.644487215,-0.185316456,0.48,-3.6,-6,0
-6,6,2.307692308,-2.043243243,1.806433874,1.746835443,1.02,-2.4,-2,0
-6,-6,-6,0.479658606,-1.126752818,-0.753417722,0.36,-3,-4.666666667,0
-6,-6,-6,-0.718634424,3.832279351,0.385822785,0.66,-4.2,-6,0
-6,-6,-6,-1.343385491,0.681330767,1.008607595,0.9,-5.4,-2,0
-6,-6,-6,-0.179231863,3.155897718,-1.063291139,1.32,-2.4,-4.666666667,0
-6,-6,-6,3.299573257,-2.439923013,-0.364556962,1.62,-4.8,-6,0
-6,6,3.230769231,1.169274538,1.677756393,-0.871898734,-2.46,-3.6,4.666666667,0
6,6,-2.076923077,2.073968706,-0.618641738,1.190886076,1.32,-4.2,-3.333333333,0
-6,-6,-6,-0.745945946,1.262029145,2.521518987,-0.9,-4.2,-3.333333333,0
-6,-6,-6,1.613086771,1.489689304,-0.279493671,-0.72,-3,-4.666666667,0
-6,-6,-6,2.616785206,-0.460269453,1.543291139,0.42,-4.2,-3.333333333,0
-6,-6,-6,0.756187767,-0.453670608,1.285063291,1.2,-2.4,-4.666666667,0
-6,-6,-6,-0.79715505,3.060214462,1.661772152,-2.04,-3,-2,0
-6,6,3.230769231,2.104694168,-0.196315645,0.388860759,-0.48,-4.2,-2,0
-6,-6,-6,3.06742532,-0.03794336,0.413164557,-0.84,-4.8,-4.666666667,0
-6,-6,-6,0.735704125,4.089634314,-0.805063291,-1.98,-2.4,-4.666666667,0
-6,6,-2.769230769,0.79715505,1.318119329,-4.004050633,-3.48,-5.4,-4.666666667,0
-6,-6,-6,1.978378378,0.859499588,0.461772152,1.2,-4.8,-3.333333333,0
-6,-6,-6,0.250924609,-0.717624416,3.472405063,-1.8,-4.2,-4.666666667,0
-6,-6,-6,-1.240967283,-1.26862799,0.841518987,0,-3,-3.333333333,0
-6,-6,-6,1.302418208,2.594995876,1.10278481,-0.96,-4.2,-4.666666667,1
-6,-6,-6,1.07027027,0.602144625,-0.100253165,1.44,-4.8,-4.666666667,0
-6,-6,-6,-1.230725462,0.68463019,0.185316456,0.78,-3,-3.333333333,0
-6,-6,-6,0.049502134,1.545779489,-0.09721519,-0.66,-4.2,-3.333333333,0
-6,6,2.076923077,-0.203129445,-0.268902942,0.519493671,-0.3,-1.8,-3.333333333,0
-6,-6,-6,-0.076813656,2.060489414,0.732151899,-0.18,-4.8,-2,0
-6,-6,-6,-0.541109531,-0.318394281,1.995949367,-2.64,-3.6,-4.666666667,0
-6,-6,-6,-2.070554765,0.493263679,0.452658228,0.84,-4.2,-3.333333333,0
-6,6,-1.615384615,-1.32972973,-0.077536431,-3.84,1.5,-4.2,-3.333333333,0
-6,-6,-6,-2.852347084,0.968380533,-2.077974684,1.86,-2.4,-4.666666667,0
-6,6,-0.692307692,2.326600284,-1.611767941,0.492151899,2.04,0.6,-3.333333333,0
-6,-6,-6,-2.00227596,1.766840803,0.723037975,-0.6,-4.8,-6,0
-6,-6,-6,1.623328592,-0.486664834,0.167088608,-3.3,-3.6,-6,1
-6,-6,-6,-0.715220484,-0.341490239,0.905316456,0.36,-4.8,-2,0
-6,-6,-6,2.924039829,1.11685455,2.25721519,-1.2,-2.4,-4.666666667,1
6,-6,-6,-4.412517781,0.136926038,-0.911392405,-0.24,-3.6,-0.666666667,1
-6,6,-1.846153846,-0.882503556,-0.361286775,-0.789873418,0.9,-1.8,-6,1
6,-6,-6,2.2685633,1.459994501,1.655696203,2.34,-3,-3.333333333,1
-6,-6,-6,2.855761024,-0.301897168,2.922531646,0.42,-2.4,-4.666666667,1
-6,-6,-6,1.592603129,0.130327193,1.221265823,1.2,-1.2,-3.333333333,0
-6,-6,-6,-3.630725462,0.295298323,0.680506329,-0.66,-3,-6,0
6,6,-1.153846154,-0.657183499,0.902392081,-1.178734177,0.66,-4.2,-0.666666667,1
-6,-6,-6,-3.910668563,-2.954632939,-0.003037975,2.22,-4.2,0.666666667,1
6,-6,-6,2.370981508,-2.65108606,-1.373164557,0.42,-3,-6,0
-6,-6,-6,-2.507539118,-1.539180643,0.066835443,3.42,0,-2,0
-6,6,2.307692308,1.882788051,-0.470167721,2.202531646,-1.44,-3.6,-2,0
6,-6,-6,1.763300142,0.978278801,1.844050633,1.14,-4.2,-6,0
-6,-6,-6,0.582076814,-0.78691229,1.15443038,1.62,-2.4,-4.666666667,0
-6,-6,-6,-0.448933144,0.803409403,-1.698227848,-1.08,-4.8,-4.666666667,0
-6,6,2.769230769,1.490184922,-0.044542205,-2.837468354,0.6,-5.4,-3.333333333,0
-6,-6,-6,-1.316073969,-0.526257905,-0.461772152,2.58,-3.6,-4.666666667,0
-6,-6,-6,-3.005974395,3.178993676,-0.81721519,0.3,0,-4.666666667,0
-6,-6,-6,3.255192034,-0.324993126,-0.859746835,0.18,-3,-4.666666667,0
-6,-6,-6,-2.469985775,0.245806984,0.902278481,2.64,-4.2,-4.666666667,0
-6,-6,-6,-4.217923186,1.262029145,-2.58835443,0.84,-4.8,-3.333333333,0
-6,-6,-6,-0.353342817,3.030519659,0.379746835,-0.78,-4.2,-6,1
-6,-6,-6,-0.964438122,0.324993126,-1.898734177,3.84,-4.2,-3.333333333,0
-6,-6,-6,1.435561878,1.083860324,0.947848101,0.78,-1.8,-6,0
-6,-6,-6,2.046657183,-1.483090459,0.710886076,1.98,0,-4.666666667,0
-6,6,-0.923076923,0.981507824,-1.394006049,0.227848101,-0.84,-3,-3.333333333,0
-6,-6,-6,0.090469417,2.149573825,1.895696203,-0.24,-4.8,-6,0
-6,6,1.384615385,-1.558463727,2.15617267,2.791898734,2.1,-3,-3.333333333,0
-6,6,1.846153846,-2.459743954,1.796535606,1.795443038,2.88,-3.6,-3.333333333,0
-6,-6,-6,2.190042674,-0.156722574,0.598481013,-2.46,-4.2,-3.333333333,0
-6,-6,-6,-0.93371266,2.812757767,-1.397468354,-0.66,-3.6,-6,0
-6,-6,-6,-0.92688478,0.955182843,0.18835443,0,-4.8,-3.333333333,0
-6,-6,-6,0.524039829,-1.737145999,0.303797468,1.74,-5.4,-6,0
-6,6,3,1.459459459,-2.281550729,0.230886076,-1.62,-3.6,-4.666666667,0
-6,-6,-6,-2.67140825,0.460269453,2.773670886,-6,-6,-4.666666667,0
-6,-6,-6,-1.60625889,-2.119879021,0.027341772,0.48,-3,-6,0
-6,6,2.769230769,2.077382646,0.516359637,0.364556962,-0.3,0,-3.333333333,0
-6,-6,-6,-3.06742532,1.479791037,2.494177215,3.36,3.6,-6,0
-6,6,0.230769231,-1.179516358,-0.466868298,2.336202532,0.84,-4.8,-4.666666667,0
-6,6,1.153846154,0.636699858,-0.193016222,0.990379747,0.9,-4.2,-6,0
-6,-6,-6,-0.278236131,-0.902392081,2.548860759,4.38,-4.2,-3.333333333,0
-6,-6,-6,2.0056899,-0.582348089,-0.185316456,-2.34,-3.6,-4.666666667,0
-6,-6,-6,-0.735704125,0.489964256,1.701265823,0.06,-0.6,-4.666666667,0
-6,6,-2.769230769,-1.111237553,-0.394281001,0.732151899,0.96,-5.4,-4.666666667,0
6,6,3.230769231,1.387766714,2.238658235,-0.352405063,1.62,-3.6,-4.666666667,0
-6,6,2.076923077,-0.472830725,-1.011273027,-0.197468354,-0.9,-4.8,-4.666666667,0
-6,-6,-6,-1.947652916,0.767115755,-0.768607595,0.24,-2.4,-2,0
-6,-6,-6,0.114366999,0.486664834,-0.328101266,0.12,0,-4.666666667,0
-6,-6,-6,-0.950782361,0.905691504,-1.075443038,-0.72,-3,-3.333333333,0
-6,6,2.769230769,1.141963016,-2.152873247,-2.670379747,3.9,-3.6,-3.333333333,0
-6,6,0.692307692,2.340256046,4.634039043,-0.932658228,0.36,-2.4,-6,0
-6,6,1.846153846,-0.015362731,2.654385483,-1.62835443,-2.64,0.6,-4.666666667,0
-6,-6,-6,-0.862019915,-2.030794611,2.238987342,-0.6,-4.8,-4.666666667,0
-6,6,-0.230769231,0.739118065,3.756392631,0.431392405,1.92,-4.8,-6,0
-6,-6,-6,-0.418207681,-1.258729722,1.698227848,1.56,-3,-4.666666667,0
-6,-6,-6,2.087624467,0.522958482,3.390379747,0.84,-1.8,-3.333333333,1
-6,-6,-6,-3.190327169,-0.483365411,-0.085063291,-1.68,-3.6,-4.666666667,0
-6,-6,-6,1.374110953,-0.928787462,0.896202532,1.62,-3.6,-4.666666667,0
6,-6,-6,0.145092461,0.559252131,0.595443038,1.44,-4.2,-4.666666667,0
-6,-6,-6,-1.094167852,-0.288699478,1.263797468,-2.52,-2.4,-4.666666667,0
-6,6,3,0.766429587,3.251580973,-2.06278481,0.78,-1.8,-4.666666667,0
-6,6,0.692307692,0.336273115,1.248831454,-1.379240506,0.66,-3,-3.333333333,0
-6,-6,-6,-1.302418208,-0.654935386,-0.297721519,-2.52,0,-2,0
6,-6,-6,3.350782361,3.192191367,1.755949367,0.54,-1.8,-4.666666667,1
-6,6,1.153846154,-1.722332859,-1.341215287,-0.890126582,-2.22,-4.8,-2,0
-6,-6,-6,0.104125178,-0.460269453,-0.565063291,-0.84,-3.6,-2,0
-6,6,5.307692308,1.33655761,0.539455595,-0.811139241,-1.08,-3,-6,0
-6,-6,-6,-0.435277383,0.727522684,-1.169620253,3.06,-3.6,-3.333333333,0
-6,6,0.692307692,-0.407965861,-1.549078911,-3.590886076,-0.72,-4.8,-3.333333333,0
-6,-6,-6,0.469416785,0.76051691,0.735189873,2.04,-4.2,-4.666666667,0
-6,6,0,-0.701564723,1.618366786,1.947341772,-3.3,-3.6,-6,0
6,-6,-6,2.27197724,5.577673907,-1.045063291,0.78,-4.2,-6,1
6,6,4.153846154,2.674822191,-0.054440473,-0.039493671,-0.78,-3.6,-2,0
-6,6,1.615384615,-2.176386913,0.86279901,-1.433924051,0.78,-3.6,-3.333333333,0
-6,-6,-6,-2.056899004,2.819356613,-2.530632911,1.98,-3,-2,0
-6,-6,-6,-1.319487909,0.955182843,-0.185316456,0.66,-3.6,-4.666666667,0
-6,-6,-6,0.773257468,1.783337916,3.89164557,0.06,-4.2,-6,0
-6,6,-1.615384615,-1.46970128,0.750618642,-1.300253165,1.74,-1.8,-2,0
-6,6,-0.230769231,1.497012802,0.941985153,1.373164557,2.28,-1.2,-3.333333333,0
-6,-6,-6,-0.209957326,1.743744845,2.670379747,0.72,-3.6,-6,0
6,-6,-6,-0.524039829,3.697003024,3.31443038,1.56,-3,-0.666666667,0
-6,6,-1.384615385,-2.756756757,-0.460269453,0.094177215,0.72,-4.8,-6,0
-6,-6,-6,-0.53428165,2.469617817,2.202531646,-1.8,-5.4,-3.333333333,0
-6,-6,-6,0.643527738,1.681055815,-0.732151899,-3.72,-4.8,-2,0
-6,-6,-6,2.070554765,3.479241133,-0.167088608,2.28,-3.6,-4.666666667,1
-6,-6,-6,-0.636699858,1.031069563,2.518481013,-1.44,-4.2,-3.333333333,0
-6,-6,-6,0.13826458,-0.285400055,2.287594937,0.54,-3.6,-6,0
6,-6,-6,-0.940540541,-0.661534232,1.877468354,0.6,-3.6,-6,0
-6,6,3,0.254338549,0.908990927,-0.762531646,1.14,-2.4,-4.666666667,0
-6,-6,-6,-1.930583215,-0.447071762,0.218734177,1.32,-2.4,-0.666666667,1
-6,6,2.076923077,1.647226174,0.334891394,-1.045063291,-0.24,-4.8,-6,0
-6,6,-1.153846154,-5.33428165,-1.351113555,-0.540759494,-1.26,-5.4,-6,0
-6,-6,-6,0.308961593,2.202364586,-1.956455696,-0.24,-1.2,-4.666666667,0
